Source.Name;TRATTA_ID;ENTE;TIPO_PERMESSO;STATO_PERMESSO;DATA_RICHIESTA;DATA_ULTIMA_MODIFICA;DATA_APPROVAZIONE;NULLA OSTA NECESSARIO;ORDINANZA NECESSARIA;CONVENZIONE;POLIZZA ;NOTE;LUNGHEZZA;PRATICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 1B.xlsx;TR_0764;AIPO;NULLA OSTA;IN FIRMA RDS;;11/03/2026;;;;;;ATT AIPO PERO;21,39;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 1B.xlsx;TR_0766;COMUNE DI PERO;AUTORIZZAZIONE;IN REDAZIONE;;23/02/2026;;NO;;;;;130,82;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 1B.xlsx;TR_0766;COMUNE DI PERO;AUTORIZZAZIONE;IN FIRMA RDS;;03/03/2026;;NO;;;;;130,82;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 1B.xlsx;TR_0766;COMUNE DI PERO;AUTORIZZAZIONE;INVIATO;;13/03/2026;;NO;;;;;130,82;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 1B.xlsx;TR_0766;COMUNE DI PERO;AUTORIZZAZIONE;PROTOCOLLATO;;13/03/2026;;NO;;;;Prot.4515;130,82;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 1B.xlsx;TR_0798;COMUNE DI SETTIMO MILANESE;AUTORIZZAZIONE;IN REDAZIONE;;23/02/2026;;NO;;;;;220,91;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 1B.xlsx;TR_0798;COMUNE DI SETTIMO MILANESE;AUTORIZZAZIONE;IN FIRMA RDS;;27/02/2026;;;;;;;220,91;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 1B.xlsx;TR_0798;COMUNE DI SETTIMO MILANESE;AUTORIZZAZIONE;INVIATO;03/03/2026;03/03/2026;;;;;;;220,91;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 1B.xlsx;TR_0798;COMUNE DI SETTIMO MILANESE;AUTORIZZAZIONE;PROTOCOLLATO;;05/03/2026;;;;;;;220,91;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0227;COMUNE DI SIZIANO;AUTORIZZAZIONE;IN REDAZIONE;;23/02/2026;;;;;;;741,7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0227;COMUNE DI SIZIANO;AUTORIZZAZIONE;IN FIRMA RDS;;11/03/2026;;;;;;;741,7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0377;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;420,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0377;COMUNE DI ZIBIDO;NULLA OSTA;IN REDAZIONE;;05/03/2026;;;;;;;420,2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0377;COMUNE DI ZIBIDO;NULLA OSTA;IN FIRMA RDS;;13/03/2026;;;;;;;420,2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0378;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;2325,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0411;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;1925,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0413;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;270,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0415;COMUNE DI LACCHIARELLA;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;629,92;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0415;COMUNE DI LACCHIARELLA;AUTORIZZAZIONE;IN FIRMA RDS;;11/03/2026;;;;;;;629,92;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0416;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;436,94;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0416;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN FIRMA RDS;;13/03/2026;;;;;;;436,94;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0417;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;1620,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0418;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;68,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0419;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;832,39;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0419;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN FIRMA RDS;;13/03/2026;;;;;;;832,39;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0425;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;985,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0524;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;19,31;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0524;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN FIRMA RDS;;13/03/2026;;;;;;;19,31;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0525;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;230,1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0525;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN FIRMA RDS;;13/03/2026;;;;;;;230,1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0526;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;17,15;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0527;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;82,77;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0527;COMUNE DI ROZZANO;AUTORIZZAZIONE;IN FIRMA RDS;;13/03/2026;;;;;;;82,77;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0528;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;16,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0529;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;541,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0639;COMUNE DI BASIGLIO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;44,16;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0639;COMUNE DI BASIGLIO;AUTORIZZAZIONE;IN FIRMA RDS;;12/03/2026;;;;;;;44,16;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0640;COMUNE DI BASIGLIO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;254,81;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0640;COMUNE DI BASIGLIO;AUTORIZZAZIONE;IN FIRMA RDS;;12/03/2026;;;;;;;254,81;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0641;COMUNE DI BASIGLIO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;26,66;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0641;COMUNE DI BASIGLIO;AUTORIZZAZIONE;IN FIRMA RDS;;12/03/2026;;;;;;;26,66;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0642;COMUNE DI BASIGLIO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;91,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0642;COMUNE DI BASIGLIO;AUTORIZZAZIONE;IN FIRMA RDS;;12/03/2026;;;;;;;91,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0643;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;15,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0815;COMUNE DI BASIGLIO;AUTORIZZAZIONE;IN REDAZIONE;;05/03/2026;;;;;;;2325,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2A.xlsx;TR_0815;COMUNE DI BASIGLIO;AUTORIZZAZIONE;IN FIRMA RDS;;12/03/2026;;;;;;;2325,6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0379;COMUNE DI LACCHIARELLA; ; ; ; ; ; ; ; ; ; ;2720,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0384;COMUNE DI SIZIANO; ; ; ; ; ; ; ; ; ; ;989,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0385;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE; ;26/02/2026; ;NO; ; ; ;SP139 dir - KM 0+265  AL KM 0+865;622,75;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0385;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN FIRMA RDS; ;04/03/2026; ;NO; ; ; ;SP139 dir - KM 0+265  AL KM 1+055;622,75;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0385;PROVINCIA DI MILANO;AUTORIZZAZIONE;INVIATO;11/03/2026;11/03/2026; ;NO; ; ; ;SP139 dir - KM 0+265  AL KM 1+055;622,75;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0385;PROVINCIA DI MILANO;AUTORIZZAZIONE;PROTOCOLLATO;;11/03/2026;;NO;;;;00002_202603102987231105;622,75;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0407;???;AUTORIZZAZIONE;IN REDAZIONE; ;16/02/2026; ; ; ; ; ; ;30,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0407;RFI;NULLA OSTA;IN REDAZIONE; ;16/02/2026; ; ; ; ; ; ;30,34;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0407;RFI;NULLA OSTA;IN FIRMA RDS; ;20/02/2026; ; ; ; ; ; ;30,34;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0407;RFI;NULLA OSTA;INVIATO;27/02/2026;27/02/2026; ; ; ; ; ; ;30,34;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0407;RFI;NULLA OSTA;NECESSARIA INTEGRAZIONE;;12/03/2026; ; ; ; ; ; ;30,34;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0408;COMUNE DI LACCHIARELLA; ; ; ; ; ; ; ; ; ; ;412,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0420;AUTOSTRADE;AUTORIZZAZIONE;IN FIRMA RDS; ;24/02/2026; ;NO; ; ; ;A7 Km 8+470;74,04;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0420;AUTOSTRADE;AUTORIZZAZIONE;INVIATO;27/02/2026;27/02/2026; ;NO; ; ; ;A7 Km 8+470;74,04;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0421;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE; ;26/02/2026; ; ; ; ; ;SP139 dir - KM 1+450  AL KM 3+185;1848,81;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0421;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN FIRMA RDS; ;26/02/2026; ; ; ; ; ;SP139 dir - KM 1+450  AL KM 3+185;1848,81;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0421;PROVINCIA DI MILANO;AUTORIZZAZIONE;INVIATO;11/03/2026;11/03/2026; ; ; ; ; ;SP139 dir - KM 1+450  AL KM 3+185;1848,81;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0421;PROVINCIA DI MILANO;AUTORIZZAZIONE;PROTOCOLLATO;;11/03/2026; ; ; ; ; ;00002_202603102987231105;1848,81;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0422;COMUNE ZIBIDO;AUTORIZZAZIONE;IN REDAZIONE; ;04/03/2026; ;NO; ; ; ;VIA GIUSEPPE VERDI;266,11;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0422;COMUNE ZIBIDO;AUTORIZZAZIONE;IN FIRMA RDS; ;05/03/2026; ;NO; ; ; ;VIA GIUSEPPE VERDI;266,11;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0422;COMUNE ZIBIDO;AUTORIZZAZIONE;INVIATO;11/03/2026;11/03/2026; ;NO; ; ; ;VIA GIUSEPPE VERDI;266,11;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0422;COMUNE ZIBIDO;AUTORIZZAZIONE;PROTOCOLLATO;;12/03/2026;;NO;;;;protocollo n. 4872 del 12-03-2026;266,11;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0423;COMUNE ZIBIDO;AUTORIZZAZIONE;IN REDAZIONE; ;03/03/2026; ;SI; ; ; ;VIA GIUSEPPE VERDI;379,71;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0423;COMUNE ZIBIDO;AUTORIZZAZIONE;IN FIRMA RDS; ;05/03/2026; ;SI; ; ; ;VIA GIUSEPPE VERDI;379,71;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0423;COMUNE ZIBIDO;AUTORIZZAZIONE;INVIATO;11/03/2026;11/03/2026; ;SI; ; ; ;VIA GIUSEPPE VERDI;379,71;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0423;COMUNE ZIBIDO;AUTORIZZAZIONE;PROTOCOLLATO;;12/03/2026;;SI;;;;protocollo n. 4872 del 12-03-2026;379,71;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0423;AUTOSTRADE;NULLA OSTA;IN FIRMA RDS; ;24/02/2026; ;NO; ; ; ;A7 KM 7+137;379,71;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0423;AUTOSTRADE;NULLA OSTA;INVIATO;27/02/2026;27/02/2026; ;NO; ; ; ;A7 KM 7+137;379,71;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0424;COMUNE ZIBIDO;AUTORIZZAZIONE;IN REDAZIONE; ;04/03/2026; ;NO; ; ; ;VIA FRATELLI CERVI;453,49;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0424;COMUNE ZIBIDO;AUTORIZZAZIONE;IN FIRMA RDS; ;05/03/2026; ;NO; ; ; ;VIA FRATELLI CERVI;453,49;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0424;COMUNE ZIBIDO;AUTORIZZAZIONE;INVIATO;11/03/2026;11/03/2026; ;NO; ; ; ;VIA FRATELLI CERVI;453,49;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0424;COMUNE ZIBIDO;AUTORIZZAZIONE;PROTOCOLLATO;;12/03/2026;;NO;;;;protocollo n. 4872 del 12-03-2026;453,49;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0530;COMUNE ZIBIDO;AUTORIZZAZIONE;IN REDAZIONE; ;04/03/2026; ;SI;SI; ; ;SP139 - KM 6+840 AL KM 7+307;460,79;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0530;COMUNE ZIBIDO;AUTORIZZAZIONE;IN FIRMA RDS; ;05/03/2026; ;SI;SI; ; ;SP139 - KM 6+840 AL KM 7+307;460,79;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0530;COMUNE ZIBIDO;AUTORIZZAZIONE;INVIATO;11/03/2026;11/03/2026; ;SI;SI; ; ;SP139 - KM 6+840 AL KM 7+307;460,79;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0530;COMUNE ZIBIDO;AUTORIZZAZIONE;PROTOCOLLATO;;12/03/2026;;SI;SI;;;protocollo n. 4872 del 12-03-2026;460,79;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0530;PROVINCIA DI MILANO;NULLA OSTA;IN REDAZIONE; ;20/02/2026; ;NO;SI; ; ;SP139 - KM 6+840 AL KM 7+307;460,79;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0530;PROVINCIA DI MILANO;NULLA OSTA;IN FIRMA RDS; ;23/02/2026; ;NO;SI; ; ;SP139 - KM 6+840 AL KM 7+307;460,79;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0530;PROVINCIA DI MILANO;NULLA OSTA;INVIATO;10/03/2026;10/03/2026; ;NO;SI; ; ;SP139 - KM 6+840 AL KM 7+307;460,79;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0530;PROVINCIA DI MILANO;NULLA OSTA;PROTOCOLLATO;;10/03/2026; ;NO;SI; ; ;00002_202603032980331036;460,79;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0531;COMUNE ZIBIDO;AUTORIZZAZIONE;IN REDAZIONE; ;04/03/2026; ;NO; ; ; ;VIA SAN GIACOMO;452,92;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0531;COMUNE ZIBIDO;AUTORIZZAZIONE;IN FIRMA RDS; ;05/03/2026; ;NO; ; ; ;VIA SAN GIACOMO;452,92;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0531;COMUNE ZIBIDO;AUTORIZZAZIONE;INVIATO;11/03/2026;11/03/2026; ;NO; ; ; ;VIA SAN GIACOMO;452,92;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0531;COMUNE ZIBIDO;AUTORIZZAZIONE;PROTOCOLLATO;;12/03/2026; ;NO; ; ; ;protocollo n. 4872 del 12-03-2026;452,92;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0532;PROVINCIA DI MILANO; ; ; ; ; ; ; ; ; ; ;6,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0533;PROVINCIA DI MILANO; ; ; ; ; ; ; ; ; ; ;661,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0534;PROVINCIA DI MILANO; ; ; ; ; ; ; ; ; ; ;1765,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0647;PROVINCIA DI MILANO; ; ; ; ; ; ; ; ; ; ;28,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0648;PROVINCIA DI MILANO; ; ; ; ; ; ; ; ; ; ;800,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0649;PROVINCIA DI MILANO; ; ; ; ; ; ; ; ; ; ;888,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0650;PROVINCIA DI MILANO; ; ; ; ; ; ; ; ; ; ;34,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0651;PROVINCIA DI MILANO; ; ; ; ; ; ; ; ; ; ;383,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0695;PROVINCIA DI MILANO; ; ; ; ; ; ; ; ; ; ;461,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0793;COMUNE DI SIZIANO; ; ; ; ; ; ; ; ; ; ;704,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0794;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN REDAZIONE; ;26/02/2026; ;NO; ; ; ;SP139 DIR DAL KM 3+185 AL KM 3+616;514,39;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0794;PROVINCIA DI MILANO;AUTORIZZAZIONE;IN FIRMA RDS; ;26/02/2026; ;NO; ; ; ;SP139 DIR DAL KM 3+185 AL KM 3+616;514,39;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0794;PROVINCIA DI MILANO;AUTORIZZAZIONE;INVIATO;11/03/2026;11/03/2026; ;NO; ; ; ;SP139 DIR DAL KM 3+185 AL KM 3+616;514,39;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0794;PROVINCIA DI MILANO;AUTORIZZAZIONE;PROTOCOLLATO;;11/03/2026; ;NO; ; ; ;00002_202603102987231105;514,39;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0810;COMUNE DI BINASCO;AUTORIZZAZIONE;IN REDAZIONE; ;26/02/2026; ;SI; ; ; ;TRA I KM 3+616 E KM 107+530;115,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0810;EST VILLORESI;NULLA OSTA;IN REDAZIONE; ;26/02/2026; ;NO; ; ; ;ATTRAVERSAMENTO NAVIGLIO;115,34;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotto 2B.xlsx;TR_0810;EST VILLORESI;NULLA OSTA;IN FIRMA RDS; ;26/02/2026; ;NO; ; ; ;ATTRAVERSAMENTO NAVIGLIO;115,34;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
